Vehículo;Nombres personalizados;Fecha de Recepción;Valor;Unidades
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 22:58:06;18.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 22:59:06;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:00:06;29;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:01:06;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:02:06;10.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:03:06;19.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:04:06;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:05:06;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:06:06;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:07:06;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:08:06;3.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:09:06;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:10:06;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:11:06;3.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:12:06;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:13:06;6.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:14:06;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:15:06;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:16:06;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:17:06;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:18:06;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:19:06;7.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:20:06;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:21:06;41.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:22:06;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:23:06;11.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:24:06;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:25:06;1.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:26:06;3.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:28:44;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:29:44;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:30:44;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:34:13;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:35:13;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:36:13;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:37:13;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:38:13;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:39:13;1.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:40:13;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:41:13;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:42:13;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:43:13;3.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:44:13;3.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:45:13;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:46:13;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:50:55;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:51:55;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:52:55;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:53:55;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:54:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:56:25;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:57:25;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:58:25;1.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;7/12/2020 23:59:25;1.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:02:28;8.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:03:28;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:04:28;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:05:28;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:06:29;11.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:07:29;3.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:08:29;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:09:29;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:10:29;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:11:29;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:12:29;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:13:29;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:16:38;1.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:17:38;7.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:18:38;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:19:38;38.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:20:38;2.9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:21:38;30.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:22:38;25.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:23:38;17.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:24:38;41.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:25:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:26:38;9.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:27:38;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:28:38;4.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:29:38;7.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:30:38;2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:31:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:32:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:33:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:34:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:35:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:36:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:37:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:38:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:39:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:40:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:41:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:42:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:43:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:44:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:45:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:46:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:47:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:48:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:49:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:50:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:51:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:52:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:53:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:54:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:55:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:56:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:57:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:58:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 0:59:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 1:00:41;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 1:01:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 1:02:44;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 1:03:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 1:32:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 1:45:29;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:21:13;1.9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:22:13;2.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:23:13;2.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:24:13;1.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:25:13;4.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:26:13;5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:27:13;9.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:28:13;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:29:13;17.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:30:13;15.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:31:13;23;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:32:13;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:33:13;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:34:13;6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:35:13;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:36:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:37:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:38:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:39:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:40:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:41:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:42:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:43:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:44:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:45:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:46:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:47:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:48:51;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:52:00;27.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:53:00;26.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:54:01;15.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:55:01;13.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:56:00;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:57:00;24.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:58:00;31.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 6:59:00;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:00:00;3.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:01:00;2.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:02:00;8.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:03:00;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:04:00;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:05:00;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:06:00;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:07:00;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:08:00;3.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:09:01;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:10:01;3.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:11:01;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:12:01;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:13:01;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:14:01;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:15:01;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:16:01;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:17:01;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:18:12;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:19:12;1.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:20:12;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:21:12;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:22:12;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:23:12;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:24:12;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:25:12;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:26:12;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:27:12;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:28:12;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:34:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:35:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:36:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:37:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:39:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:40:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:41:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:43:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:45:05;5.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:46:05;5.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:47:05;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:48:05;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:49:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:50:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:51:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:52:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:53:27;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:54:27;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:55:27;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:56:27;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 7:57:27;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:01:13;8.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:02:13;3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:03:13;5.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:04:13;5.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:05:13;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:06:13;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:07:13;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:08:13;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:09:13;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:10:32;4.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:11:32;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:12:32;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:14:06;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:15:05;40.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:16:05;1.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:17:05;13.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:18:06;54.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:19:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:20:05;57.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:21:05;41.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:22:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:23:05;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:24:05;11.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:25:05;2.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:26:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:27:05;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:28:05;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:29:05;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:30:05;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:31:06;1.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:32:05;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:33:05;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:34:05;0.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:35:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:36:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:37:31;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:38:31;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:39:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:40:32;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:41:57;5.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:42:58;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:43:58;12.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:44:57;7.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:45:57;6.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:46:57;0.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:47:57;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:48:57;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:49:58;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:51:58;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:53:29;3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:54:29;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:55:29;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:56:29;2.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:57:28;1.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 8:59:29;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:00:28;48.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:01:28;10;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:02:29;2.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:03:28;11.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:04:29;40.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:05:29;7.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:06:28;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:07:28;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:08:28;1.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:09:29;3.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:11:29;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:12:29;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:13:28;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:15:28;3.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:16:29;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:17:28;1.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:18:28;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:19:28;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:20:28;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:21:28;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:22:29;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:23:29;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:24:29;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:36:33;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:38:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:39:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:41:15;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:43:05;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:44:05;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:45:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:46:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:47:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:48:45;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:49:45;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:50:45;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:51:45;9.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:52:45;2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:53:45;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:54:45;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:55:45;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:56:46;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:57:46;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:58:46;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 9:59:46;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:07:57;1.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:08:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:09:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:10:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:12:20;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:13:20;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:14:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:15:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:17:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:18:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:19:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:20:37;11.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:21:37;0.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:22:37;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:23:37;0;L/hr
