Vehículo;Nombres personalizados;Fecha de Recepción;Valor;Unidades
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:22:58;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:23:58;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:24:58;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:25:58;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:26:58;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:27:58;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:28:58;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:29:58;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:30:58;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:31:58;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:32:58;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:35:49;12.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:36:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:38:13;5.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:39:13;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:40:13;1.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:41:13;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:42:13;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:43:13;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:44:13;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:45:13;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:46:13;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:47:13;15.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:48:13;2.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:49:13;8.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:50:13;2.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:27:27;1.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:28:27;1.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:29:27;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:30:27;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:31:27;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:32:27;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:33:27;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:34:27;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:36:24;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:37:24;5.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:38:24;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:39:24;48.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:40:24;13.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:41:24;38.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:42:24;54.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:43:24;30.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:44:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:45:24;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:46:24;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:47:24;2.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:48:24;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:49:24;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:50:24;3.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:51:24;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:52:24;6.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:53:24;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:54:24;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:55:24;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:56:24;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:57:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:58:24;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 19:59:24;0.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:00:24;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:01:25;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:02:25;2.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:03:25;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:04:25;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:05:25;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:06:25;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:07:25;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:08:25;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:09:25;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:10:25;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:11:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:14:22;3.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:15:22;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:16:22;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:17:22;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:25:42;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:26:41;4.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:27:41;9.9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:28:42;5.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:29:42;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:30:42;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:31:42;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:32:42;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:42:47;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:43:47;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:44:47;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:46:17;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:49:07;3.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:50:07;8.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:51:07;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:52:07;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:53:07;9.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:54:07;17.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:55:07;1.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:56:07;1.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:57:07;5.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:58:07;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 20:59:07;15.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:00:07;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:01:07;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:02:07;61.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:03:07;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:04:07;0.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:05:07;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:06:07;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:07:07;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:08:07;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:09:07;1.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:10:08;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:11:07;2.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:12:07;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:13:08;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:14:07;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:15:07;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:16:07;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:17:07;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:19:43;5.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:20:43;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:21:43;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:22:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:23:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:24:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:25:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:27:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:28:26;5.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:29:26;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:30:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:31:26;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:37:26;4.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:38:25;3.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:39:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:41:23;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:42:23;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:43:24;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:44:23;8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:45:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:52:53;6.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:53:53;5.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:54:53;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:55:53;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:56:54;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:57:54;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:58:54;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 21:59:54;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:01:58;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:03:57;8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:04:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:05:57;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:06:57;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:07:57;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:08:57;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:09:58;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:10:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:14:22;6.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:15:22;0.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:16:22;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:17:39;6.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:18:39;3.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:19:40;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:20:40;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:21:40;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:22:40;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:32:31;1.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:33:31;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:34:32;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:35:32;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:36:31;6.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:37:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:38:31;6.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:39:31;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:40:32;2.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:41:31;11.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:42:31;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:44:19;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:45:20;4.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:46:19;3.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:47:19;20.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:48:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:49:19;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:50:19;39.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:51:19;15.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:52:19;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:53:20;15.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:54:19;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:55:20;2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:56:20;4.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:57:19;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:58:19;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 22:59:20;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:05:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:09:01;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:10:01;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:11:26;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:12:26;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:13:26;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:15:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:16:46;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:18:38;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:19:38;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:20:38;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:21:38;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:22:38;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:23:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:25:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:26:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:27:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:28:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:29:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:30:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:31:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:32:23;4.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:33:23;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:34:23;6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:36:23;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 23:37:23;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:01:06;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:02:06;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:03:06;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:04:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:05:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:06:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:07:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:08:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:24:24;4.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:25:24;5.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:26:24;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:27:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:28:24;6.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:29:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:30:24;3.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:31:24;35.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:32:24;26.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:33:24;30.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:34:24;22.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:35:24;12.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:36:24;24.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:37:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:38:24;15.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:39:24;6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:40:24;6.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:41:24;4.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:42:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:43:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:44:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:45:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:46:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:47:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:48:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:49:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:50:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:51:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:52:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:53:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:54:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:55:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:56:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:57:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:58:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 0:59:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:00:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:01:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:02:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:03:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:04:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:05:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:06:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:07:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:08:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:09:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:10:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:11:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:12:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:13:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:14:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:15:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:16:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:17:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:18:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:19:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:20:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:21:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:22:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:23:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:24:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:25:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:26:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:27:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:28:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:29:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:30:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:31:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:32:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:33:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:34:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:35:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:36:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:37:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:38:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:39:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:40:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:41:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:42:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:43:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:44:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:45:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:46:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:47:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:48:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:49:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:50:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:51:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:52:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:53:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:54:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:55:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:56:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:57:25;0;L/hr
